cnic,name,name_clean,canonical_cnic,cluster_id
35201-6036869-9,Abdullah Raza,abdullah raza,35208-5213977-2,317
35207-6479262-7,Junaid Raza,junaid raza,35203-6885593-5,311
35207-6119289-7,Tariq Mehmood,tariq mehmood,35207-6119289-7,340
35205-1949658-4,Faisal Zafar,faisal zafar,35208-9868198-3,392
35205-2887007-8,Osman Malik,osman malik,35208-6427245-9,217
35206-6921612-8,Farhan Zafar,farhan zafar,35205-5466135-4,175
35205-6275176-3,Noman Iqbal,noman iqbal,35205-6275176-3,92
35208-5710443-2,Noman Malik,noman malik,35204-3632125-8,167
35207-3766125-7,Faisal Nawaz,faisal nawaz,35205-1070639-5,254
35204-7681144-9,Yasir Ali,yasir ali,35204-7681144-9,18
35209-6786079-3,Salman Khan,salman khan,35203-5121743-2,51
35201-1924835-6,Abdullah Ali,abdullah ali,35206-8514269-9,285
35208-1431558-5,Umar Akhtar,umar akhtar,35207-9630424-7,374
35207-9930344-7,Faisal Ali,faisal ali,35205-7090667-7,323
35208-9497564-6,Osman Iqbal,osman iqbal,35201-4183833-7,198
35207-7458673-1,Faisal Dar,faisal dar,35207-7458673-1,358
35208-4291057-4,Ali Qureshi,ali qureshi,35208-4291057-4,282
35206-5024411-2,Ali Akhtar,ali akhtar,35209-1166325-3,193
35209-8975340-7,Salman Malik,salman malik,35209-8975340-7,389
35208-6552620-5,Bilal Bajwa,bilal bajwa,35208-6271014-3,406
35207-2834537-9,Abdullah Nawaz,abdullah nawaz,35208-8890204-2,70
35207-7988741-4,Abdullah Sheikh,abdullah sheikh,35207-7988741-4,132
35203-5672458-1,Muhammad Iqbal,muhammad iqbal,35203-6288847-4,336
35204-8893390-4,Farhan Ahmed,farhan ahmed,35206-2001367-1,37
35208-1627918-1,Bilal Sheikh,bilal sheikh,35208-7677237-7,123
35201-7544417-7,Zain Dar,zain dar,35207-1772941-5,91
35202-5378174-1,Ali Nawaz,ali nawaz,35202-5378174-1,290
35206-3194230-3,Bilal Mahmood,bilal mahmood,35201-4807132-5,363
35207-9919630-3,Bilal Butt,bilal butt,35207-9919630-3,292
35201-1508243-9,Yasir Khan,yasir khan,35205-8137316-9,11
35202-5551648-1,Farhan Raza,farhan raza,35204-6294940-4,293
35209-3595585-8,Shahzaib Bajwa,shahzaib bajwa,35208-1140330-9,190
35206-4912945-6,Asad Butt,asad butt,35206-4912945-6,52
35203-9139046-4,Osman Ali,osman ali,35207-1992050-5,220
35208-5445607-2,Zain Mehmood,zain mehmood,35208-7855114-2,233
35204-9822422-3,Farhan Mehmood,farhan mehmood,35204-9822422-3,342
35204-4023393-7,Muhammad Khan,muhammad khan,35206-6168773-7,330
35202-5129222-7,Ahmed Raza,ahmed raza,35206-8186650-9,351
35204-1090078-8,Osman Mahmood,osman mahmood,35205-5088197-1,205
35206-4949399-8,Ahmed Malik,ahmed malik,35209-5667519-4,278
35204-3078068-3,Shahzaib Ahmed,shahzaib ahmed,35204-4186015-5,170
35208-5318547-8,Asad Butt,asad butt,35206-4912945-6,52
35201-9072799-5,Shahzaib Bajwa,shahzaib bajwa,35208-1140330-9,190
35206-5631546-5,Faisal Mehmood,faisal mehmood,35203-5567075-8,228
35206-4353860-4,Tariq Khan,tariq khan,35205-4335027-9,56
35202-6784169-8,Shahzaib Bajwa,shahzaib bajwa,35208-1140330-9,190
35204-7911106-9,Waqas Ali,waqas ali,35203-2476080-5,28
35209-8861187-3,Rizwan Butt,rizwan butt,35209-8861187-3,9
35203-2200794-7,Rizwan Bajwa,rizwan bajwa,35208-6388573-4,13
35208-3756200-2,Rizwan Ali,rizwan ali,35204-3848141-7,253
35208-1972166-6,Salman Butt,salman butt,35208-1972166-6,2
35206-2218509-3,Shahzaib Sheikh,shahzaib sheikh,35201-6676973-7,150
35207-7744902-9,Yasir Dar,yasir dar,35207-7744902-9,143
35204-3556515-1,Asad Dar,asad dar,35202-9270980-3,98
35207-6337007-8,Tariq Mehmood,tariq mehmood,35203-8522506-2,339
35201-4622090-6,Noman Ahmed,noman ahmed,35208-1847795-2,47
35205-3501044-6,Farhan Butt,farhan butt,35206-9451423-5,5
35201-7253201-7,Hamza Raza,hamza raza,35201-9740315-5,349
35202-6213180-2,Ali Bajwa,ali bajwa,35202-6213180-2,407
35204-5406868-9,Ali Ali,ali ali,35204-5406868-9,325
35206-7944247-7,Hamza Sheikh,hamza sheikh,35207-4775446-8,49
35204-7647385-8,Yasir Raza,yasir raza,35203-7622086-8,81
35201-5403340-7,Faisal Mahmood,faisal mahmood,35201-8142553-4,327
35204-2983969-1,Abdullah Raza,abdullah raza,35208-5213977-2,317
35207-4443634-2,Ahmed Mahmood,ahmed mahmood,35208-3401625-9,168
35201-1224799-3,Tariq Iqbal,tariq iqbal,35206-5686190-1,367
35201-5810668-4,Muhammad Ali,muhammad ali,35201-5810668-4,335
35201-9912252-2,Tariq Butt,tariq butt,35207-5296902-4,295
35205-8018488-3,Zain Sheikh,zain sheikh,35205-8018488-3,145
35207-8021301-2,Ali Ali,ali ali,35204-5406868-9,325
35209-5757053-6,Bilal Ahmed,bilal ahmed,35209-5757053-6,96
35208-1666739-3,Ahmed Akhtar,ahmed akhtar,35208-1666739-3,230
35202-9104237-9,Noman Qureshi,noman qureshi,35208-9103159-6,50
35207-8505059-3,Tariq Qureshi,tariq qureshi,35207-8505059-3,268
35209-4784754-7,Zain Malik,zain malik,35209-4784754-7,274
35209-9871378-1,Farhan Mahmood,farhan mahmood,35209-9871378-1,344
35202-3096585-9,Muhammad Dar,muhammad dar,35202-3096585-9,345
35208-3538113-4,Ahmed Dar,ahmed dar,35203-3233930-2,15
35206-9910401-9,Shahzaib Sheikh,shahzaib sheikh,35201-6676973-7,150
35207-3090496-5,Bilal Qureshi,bilal qureshi,35207-3090496-5,163
35204-1320523-5,Hamza Dar,hamza dar,35204-1320523-5,373
35204-5870216-2,Ahmed Dar,ahmed dar,35203-3233930-2,15
35204-2801898-4,Osman Sheikh,osman sheikh,35205-4994849-6,126
35205-7330060-1,Ahmed Ali,ahmed ali,35204-4042073-7,41
35206-3230485-8,Zain Nawaz,zain nawaz,35206-3230485-8,149
35207-5030458-2,Faisal Ahmed,faisal ahmed,35205-9187591-8,112
35207-3085010-5,Muhammad Qureshi,muhammad qureshi,35204-9570062-8,328
35203-6963836-5,Umar Dar,umar dar,35203-6963836-5,359
35205-9406486-9,Umar Butt,umar butt,35205-9406486-9,299
35206-5776063-8,Rizwan Khan,rizwan khan,35206-5776063-8,117
35204-8667610-1,Rizwan Iqbal,rizwan iqbal,35201-9158560-1,237
35208-2011204-1,Hamza Mehmood,hamza mehmood,35208-2011204-1,305
35208-5363390-7,Tariq Qureshi,tariq qureshi,35207-8505059-3,268
35208-6660693-7,Salman Dar,salman dar,35208-6660693-7,256
35207-7247260-2,Waqas Qureshi,waqas qureshi,35202-1929729-5,99
35204-7361673-1,Rizwan Butt,rizwan butt,35209-8861187-3,9
35206-4672703-1,Ahmed Ahmed,ahmed ahmed,35206-4672703-1,88
35206-3438824-5,Tariq Mahmood,tariq mahmood,35206-3438824-5,382
35207-6681707-8,Shahzaib Ahmed,shahzaib ahmed,35204-4186015-5,170
35202-8145522-4,Shahzaib Ali,shahzaib ali,35202-8145522-4,185
35207-2869630-1,Waqas Bajwa,waqas bajwa,35207-2869630-1,114
35204-2458453-7,Umar Butt,umar butt,35205-9406486-9,299
35204-9785861-1,Waqas Butt,waqas butt,35204-9785861-1,0
35205-8887776-7,Tariq Sheikh,tariq sheikh,35205-8887776-7,79
35207-9963584-4,Faisal Butt,faisal butt,35207-9963584-4,301
35206-4052548-4,Abdullah Butt,abdullah butt,35209-4073082-9,23
35207-1908498-4,Yasir Mehmood,yasir mehmood,35205-3112594-8,156
35207-2628548-8,Salman Bajwa,salman bajwa,35204-9030023-9,245
35202-6416274-5,Rizwan Nawaz,rizwan nawaz,35208-3697834-6,262
35207-8728664-4,Ahmed Raza,ahmed raza,35206-8186650-9,351
35202-4334642-1,Shahzaib Zafar,shahzaib zafar,35201-7415507-3,159
35205-7602966-4,Zain Zafar,zain zafar,35204-1964404-4,182
35209-2200362-8,Hamza Malik,hamza malik,35201-9733020-4,371
35204-1196354-8,Junaid Iqbal,junaid iqbal,35203-6422059-4,246
35204-3453896-9,Umar Khan,umar khan,35207-6968880-8,83
35203-6740097-1,Umar Ali,umar ali,35203-5732805-7,324
35204-9624096-4,Waqas Zafar,waqas zafar,35201-3054431-1,78
35208-6317519-3,Noman Zafar,noman zafar,35207-9167737-1,183
35206-5228575-2,Tariq Khan,tariq khan,35205-4335027-9,56
35203-1954137-7,Salman Ahmed,salman ahmed,35202-9352805-4,131
35202-7030476-1,Shahzaib Ahmed,shahzaib ahmed,35204-4186015-5,170
35203-4644116-6,Muhammad Bajwa,muhammad bajwa,35209-7624659-7,402
35203-9738578-6,Yasir Iqbal,yasir iqbal,35209-7592373-5,63
35204-5323436-1,Asad Bajwa,asad bajwa,35201-8971941-2,405
35201-4557832-5,Asad Iqbal,asad iqbal,35207-6112795-3,309
35201-1117012-8,Ali Iqbal,ali iqbal,35206-9182416-4,310
35207-7142698-8,Junaid Qureshi,junaid qureshi,35209-6933509-7,129
35203-2974308-2,Junaid Ahmed,junaid ahmed,35208-7890972-2,288
35201-6150397-2,Osman Qureshi,osman qureshi,35201-6150397-2,100
35208-8029715-4,Farhan Qureshi,farhan qureshi,35208-8029715-4,27
35201-4052815-7,Noman Raza,noman raza,35206-3770697-9,239
35209-6556552-7,Noman Dar,noman dar,35209-7806055-2,48
35207-1194187-3,Zain Dar,zain dar,35207-1772941-5,91
35208-2002556-5,Waqas Butt,waqas butt,35204-9785861-1,0
35208-6435932-6,Umar Bajwa,umar bajwa,35208-2631798-4,410
35203-6347999-2,Osman Nawaz,osman nawaz,35203-6159752-4,213
35204-7407945-3,Farhan Iqbal,farhan iqbal,35204-4411580-9,30
35206-9863926-4,Waqas Sheikh,waqas sheikh,35203-1758501-5,19
35203-6166395-6,Hamza Ahmed,hamza ahmed,35203-9219582-3,61
35203-7630304-6,Tariq Mahmood,tariq mahmood,35206-3438824-5,382
35204-1515482-8,Faisal Ali,faisal ali,35205-7090667-7,323
35202-9051471-8,Umar Iqbal,umar iqbal,35201-5487584-5,315
35206-4844153-4,Ahmed Iqbal,ahmed iqbal,35204-6457798-1,297
35208-7507162-2,Ahmed Sheikh,ahmed sheikh,35208-7507162-2,133
35203-6494165-2,Hamza Ahmed,hamza ahmed,35203-9219582-3,61
35204-6845332-5,Ali Malik,ali malik,35202-9428336-6,350
35209-2319572-8,Asad Bajwa,asad bajwa,35201-8971941-2,405
35201-2682175-1,Faisal Mehmood,faisal mehmood,35203-5567075-8,228
35203-2751955-4,Zain Sheikh,zain sheikh,35205-8018488-3,145
35204-6082101-7,Asad Ahmed,asad ahmed,35204-5154613-9,106
35204-8808597-5,Tariq Mahmood,tariq mahmood,35206-3438824-5,382
35208-7864108-2,Tariq Ahmed,tariq ahmed,35205-7820583-4,57
35209-1629286-8,Junaid Butt,junaid butt,35202-3541317-4,275
35209-3756822-4,Hamza Ahmed,hamza ahmed,35203-9219582-3,61
35201-5357125-5,Ahmed Raza,ahmed raza,35206-8186650-9,351
35204-1924125-2,Rizwan Akhtar,rizwan akhtar,35204-1924125-2,242
35204-2554997-4,Tariq Ahmed,tariq ahmed,35205-7820583-4,57
35209-3751084-8,Salman Nawaz,salman nawaz,35209-4795850-9,258
35208-7542607-5,Abdullah Bajwa,abdullah bajwa,35202-1603685-2,320
35207-2106248-2,Asad Sheikh,asad sheikh,35204-2837431-8,140
35204-5960550-6,Zain Sheikh,zain sheikh,35205-8018488-3,145
35202-9714586-8,Ali Dar,ali dar,35203-2594508-8,338
35208-4126484-9,Ali Khan,ali khan,35204-1406782-8,74
35204-2333967-8,Hamza Bajwa,hamza bajwa,35204-2333967-8,397
35203-1453433-4,Junaid Mehmood,junaid mehmood,35204-6734238-2,283
35208-7503800-4,Hamza Mehmood,hamza mehmood,35208-2011204-1,305
35207-3759153-9,Noman Mahmood,noman mahmood,35203-3294818-2,249
35208-3800535-9,Hamza Raza,hamza raza,35201-9740315-5,349
35209-8245047-6,Umar Dar,umar dar,35203-6963836-5,359
35205-3695811-8,Osman Zafar,osman zafar,35205-3695811-8,103
35206-4034752-5,Rizwan Butt,rizwan butt,35209-8861187-3,9
35204-2848435-2,Junaid Iqbal,junaid iqbal,35203-6422059-4,246
35207-6158050-9,Ali Mehmood,ali mehmood,35208-8588481-6,341
35203-1227028-5,Faisal Bajwa,faisal bajwa,35203-1227028-5,203
35202-5834151-7,Waqas Ahmed,waqas ahmed,35202-5834151-7,109
35205-4525802-1,Zain Qureshi,zain qureshi,35205-4525802-1,269
35208-7093869-3,Hamza Raza,hamza raza,35201-9740315-5,349
35202-1076376-8,Salman Raza,salman raza,35204-7376421-9,272
35204-2167273-4,Osman Raza,osman raza,35206-4928103-6,218
35209-1150792-4,Faisal Sheikh,faisal sheikh,35209-1150792-4,136
35202-8287867-4,Rizwan Khan,rizwan khan,35206-5776063-8,117
35205-8793794-4,Noman Zafar,noman zafar,35207-9167737-1,183
35202-9315974-9,Tariq Ali,tariq ali,35202-9315974-9,378
35203-1389182-6,Shahzaib Raza,shahzaib raza,35203-1389182-6,191
35206-9618009-5,Umar Zafar,umar zafar,35208-5536199-6,302
35204-9122047-6,Hamza Khan,hamza khan,35204-9122047-6,10
35202-2433526-2,Salman Mahmood,salman mahmood,35202-2433526-2,271
35207-6993742-2,Ali Khan,ali khan,35204-1406782-8,74
35203-3073107-6,Ali Zafar,ali zafar,35205-6095280-3,357
35205-4615554-2,Tariq Raza,tariq raza,35206-2395762-9,385
35209-5886919-5,Yasir Raza,yasir raza,35203-7622086-8,81
35209-4090094-7,Abdullah Nawaz,abdullah nawaz,35208-8890204-2,70
35205-7595012-6,Rizwan Ali,rizwan ali,35204-3848141-7,253
35209-2597982-5,Abdullah Nawaz,abdullah nawaz,35208-8890204-2,70
35205-1819200-7,Zain Bajwa,zain bajwa,35202-4257575-4,411
35207-5568727-1,Asad Mehmood,asad mehmood,35207-5568727-1,307
35201-4429295-9,Tariq Sheikh,tariq sheikh,35205-8887776-7,79
35202-1746492-4,Waqas Qureshi,waqas qureshi,35202-1929729-5,99
35207-1496469-1,Osman Nawaz,osman nawaz,35203-6159752-4,213
35208-5358457-8,Osman Raza,osman raza,35206-4928103-6,218
35205-8165243-7,Tariq Malik,tariq malik,35201-1258486-2,398
35204-2814475-8,Zain Akhtar,zain akhtar,35205-9657414-4,229
35207-7574522-3,Yasir Sheikh,yasir sheikh,35207-7574522-3,60
35204-7792749-6,Junaid Ali,junaid ali,35204-7792749-6,244
35207-6728021-6,Farhan Dar,farhan dar,35209-1282637-1,36
35207-1676662-3,Ali Ahmed,ali ahmed,35203-8625804-4,40
35201-4051211-5,Osman Zafar,osman zafar,35205-3695811-8,103
35202-5006141-5,Asad Raza,asad raza,35202-1836884-5,391
35207-3676931-1,Asad Dar,asad dar,35202-9270980-3,98
35206-7987917-8,Faisal Akhtar,faisal akhtar,35207-7367584-3,303
35209-2006130-3,Tariq Mahmood,tariq mahmood,35206-3438824-5,382
35208-4532597-2,Farhan Nawaz,farhan nawaz,35206-4115315-5,45
35201-7272477-1,Umar Zafar,umar zafar,35208-5536199-6,302
35201-8041967-9,Yasir Nawaz,yasir nawaz,35201-3276739-7,82
35207-8377554-8,Umar Ali,umar ali,35203-5732805-7,324
35201-4349619-9,Abdullah Dar,abdullah dar,35203-5051066-5,321
35208-8722071-2,Asad Butt,asad butt,35206-4912945-6,52
35201-8217247-1,Ahmed Bajwa,ahmed bajwa,35208-2908852-6,312
35206-2962835-1,Abdullah Zafar,abdullah zafar,35206-2962835-1,181
35203-8799128-7,Bilal Mahmood,bilal mahmood,35203-8799128-7,364
35208-9241501-3,Osman Dar,osman dar,35205-1401896-9,219
35207-5162099-1,Waqas Butt,waqas butt,35204-9785861-1,0
35202-1333925-4,Osman Raza,osman raza,35206-4928103-6,218
35204-4180009-8,Waqas Qureshi,waqas qureshi,35202-1929729-5,99
35206-5035816-2,Noman Butt,noman butt,35206-5035816-2,6
35202-2079601-5,Rizwan Bajwa,rizwan bajwa,35208-6388573-4,13
35207-2890046-4,Ahmed Ahmed,ahmed ahmed,35206-4672703-1,88
35203-8666735-3,Salman Iqbal,salman iqbal,35203-8666735-3,216
35209-4829934-2,Noman Khan,noman khan,35208-5858766-5,7
35206-6381250-3,Asad Ali,asad ali,35201-7266141-3,95
35206-7609216-8,Abdullah Bajwa,abdullah bajwa,35202-1603685-2,320
35208-9569453-7,Shahzaib Qureshi,shahzaib qureshi,35204-6022444-5,166
35201-3534120-9,Noman Qureshi,noman qureshi,35208-9103159-6,50
35201-4157991-5,Farhan Bajwa,farhan bajwa,35203-5480898-4,355
35202-3460273-5,Tariq Butt,tariq butt,35207-5296902-4,295
35201-2975789-8,Bilal Zafar,bilal zafar,35201-2975789-8,368
35205-6488195-3,Bilal Sheikh,bilal sheikh,35208-7677237-7,123
35204-8282529-1,Faisal Raza,faisal raza,35205-8565786-7,386
35205-6879852-4,Umar Zafar,umar zafar,35208-5536199-6,302
35209-8546741-9,Junaid Zafar,junaid zafar,35208-1875286-9,384
35203-3959346-3,Asad Mahmood,asad mahmood,35201-4857509-1,360
35205-1155576-1,Tariq Akhtar,tariq akhtar,35205-7104501-2,119
35201-1528861-2,Hamza Khan,hamza khan,35204-9122047-6,10
35201-2907895-3,Asad Bajwa,asad bajwa,35201-8971941-2,405
35208-9977529-6,Hamza Sheikh,hamza sheikh,35207-4775446-8,49
35204-4899394-2,Waqas Nawaz,waqas nawaz,35202-7054780-5,105
35202-7726002-4,Abdullah Dar,abdullah dar,35203-5051066-5,321
35201-5615416-2,Muhammad Dar,muhammad dar,35209-4184485-5,346
35202-8487741-4,Osman Malik,osman malik,35208-6427245-9,217
35201-2224691-9,Rizwan Raza,rizwan raza,35201-2224691-9,396
35202-7066065-7,Faisal Iqbal,faisal iqbal,35202-7066065-7,308
35205-7479305-8,Asad Dar,asad dar,35202-9270980-3,98
35205-4036159-2,Asad Qureshi,asad qureshi,35205-4036159-2,281
35209-9516533-6,Abdullah Qureshi,abdullah qureshi,35202-5489129-4,206
35206-2038157-9,Shahzaib Sheikh,shahzaib sheikh,35201-6676973-7,150
35206-8957812-3,Osman Ali,osman ali,35207-1992050-5,220
35202-7413309-2,Ahmed Sheikh,ahmed sheikh,35208-7507162-2,133
35204-9309788-9,Zain Ali,zain ali,35204-9309788-9,179
35208-9872716-3,Tariq Mahmood,tariq mahmood,35206-3438824-5,382
35209-1365290-9,Zain Butt,zain butt,35205-1267120-8,64
35207-6462613-6,Faisal Mahmood,faisal mahmood,35201-8142553-4,327
35203-2235987-6,Shahzaib Qureshi,shahzaib qureshi,35204-6022444-5,166
35209-3640284-1,Farhan Ali,farhan ali,35207-6199281-8,33
35207-5091149-1,Umar Dar,umar dar,35203-6963836-5,359
35208-7558806-7,Salman Ali,salman ali,35202-8642970-2,201
35203-9002281-6,Tariq Khan,tariq khan,35205-4335027-9,56
35204-1825231-6,Faisal Khan,faisal khan,35204-1825231-6,77
35205-2594820-7,Muhammad Zafar,muhammad zafar,35207-2848757-6,178
35209-1572575-2,Asad Ali,asad ali,35201-7266141-3,95
35209-4214793-1,Hamza Akhtar,hamza akhtar,35209-4214793-1,263
35202-4932405-1,Osman Raza,osman raza,35206-4928103-6,218
35203-3330088-4,Osman Khan,osman khan,35203-3330088-4,58
35207-8698238-8,Muhammad Dar,muhammad dar,35202-3096585-9,345
35203-7037113-4,Salman Nawaz,salman nawaz,35209-4795850-9,258
35202-8233662-6,Noman Ali,noman ali,35202-8233662-6,42
35206-5873811-8,Umar Bajwa,umar bajwa,35208-2631798-4,410
35209-6030983-6,Ali Bajwa,ali bajwa,35202-6213180-2,407
35207-9245093-4,Bilal Mehmood,bilal mehmood,35207-1516448-2,352
35203-1292328-6,Osman Akhtar,osman akhtar,35203-1024944-4,200
35205-3297345-9,Faisal Ahmed,faisal ahmed,35207-8397903-1,111
35201-5228381-3,Hamza Butt,hamza butt,35204-4101434-7,196
35203-1789487-7,Zain Akhtar,zain akhtar,35205-9657414-4,229
35203-3616301-4,Shahzaib Bajwa,shahzaib bajwa,35208-1140330-9,190
35203-7401484-4,Muhammad Ali,muhammad ali,35201-5810668-4,335
35208-5431503-1,Waqas Ahmed,waqas ahmed,35202-5834151-7,109
35209-3083783-6,Umar Butt,umar butt,35205-9406486-9,299
35204-4061356-1,Tariq Malik,tariq malik,35201-1258486-2,398
35209-1997295-5,Rizwan Mehmood,rizwan mehmood,35209-1997295-5,252
35207-4637130-1,Farhan Dar,farhan dar,35209-1282637-1,36
35204-2187987-5,Faisal Mehmood,faisal mehmood,35203-5567075-8,228
35204-4909886-9,Hamza Butt,hamza butt,35204-4101434-7,196
35206-5638069-5,Noman Khan,noman khan,35208-5858766-5,7
35208-4552894-4,Waqas Raza,waqas raza,35204-4755706-6,107
35209-5433511-9,Hamza Mehmood,hamza mehmood,35206-1594321-6,306
35202-5092549-5,Muhammad Sheikh,muhammad sheikh,35201-4428264-1,151
35207-5639947-2,Zain Zafar,zain zafar,35204-1964404-4,182
35209-1637394-1,Farhan Ahmed,farhan ahmed,35206-2001367-1,37
35204-6508047-2,Rizwan Zafar,rizwan zafar,35208-4589865-6,259
35209-9708372-5,Zain Qureshi,zain qureshi,35205-4525802-1,269
35209-2844977-7,Asad Ali,asad ali,35201-7266141-3,95
35201-9658618-9,Rizwan Bajwa,rizwan bajwa,35208-6388573-4,13
35207-6662252-6,Waqas Zafar,waqas zafar,35201-3054431-1,78
35202-9175461-9,Bilal Mehmood,bilal mehmood,35202-9175461-9,353
35209-2968153-2,Umar Zafar,umar zafar,35208-5536199-6,302
35207-2593871-9,Faisal Zafar,faisal zafar,35208-9868198-3,392
35205-5183168-5,Shahzaib Iqbal,shahzaib iqbal,35207-8567374-2,171
35204-5488792-1,Hamza Nawaz,hamza nawaz,35204-5488792-1,348
35201-8057083-2,Osman Mehmood,osman mehmood,35209-6978144-3,313
35206-4962577-6,Hamza Nawaz,hamza nawaz,35204-5488792-1,348
35205-8432024-7,Osman Mahmood,osman mahmood,35205-8432024-7,204
35201-9504970-1,Farhan Ahmed,farhan ahmed,35206-2001367-1,37
35203-4747676-5,Yasir Dar,yasir dar,35207-7744902-9,143
35209-2073359-6,Rizwan Akhtar,rizwan akhtar,35202-8184867-9,241
35203-9550369-7,Waqas Zafar,waqas zafar,35201-3054431-1,78
35201-8814827-8,Ahmed Qureshi,ahmed qureshi,35201-8814827-8,212
35207-9954923-5,Shahzaib Khan,shahzaib khan,35209-6027180-2,147
35206-7196561-7,Muhammad Akhtar,muhammad akhtar,35204-3689783-3,337
35204-5238107-1,Zain Dar,zain dar,35207-1772941-5,91
35208-4449434-2,Ahmed Raza,ahmed raza,35206-8186650-9,351
35204-4819310-7,Yasir Malik,yasir malik,35205-6122104-7,276
35206-9115871-7,Waqas Iqbal,waqas iqbal,35201-9494571-2,101
35209-5692770-6,Yasir Qureshi,yasir qureshi,35209-5692770-6,66
35209-1958439-2,Tariq Mehmood,tariq mehmood,35207-6119289-7,340
35205-7146013-6,Shahzaib Akhtar,shahzaib akhtar,35203-7748012-7,176
35208-5484773-8,Ahmed Bajwa,ahmed bajwa,35208-2908852-6,312
35204-9080139-8,Osman Akhtar,osman akhtar,35203-1024944-4,200
35205-9450974-3,Junaid Ahmed,junaid ahmed,35208-7890972-2,288
35206-1865947-8,Shahzaib Mahmood,shahzaib mahmood,35208-2802462-5,154
35209-4405365-4,Umar Akhtar,umar akhtar,35207-9630424-7,374
35206-3359573-7,Abdullah Ahmed,abdullah ahmed,35209-3777132-2,296
35202-4016110-5,Waqas Ali,waqas ali,35203-2476080-5,28
35201-7659935-2,Tariq Ali,tariq ali,35202-9315974-9,378
35203-3456122-5,Ali Sheikh,ali sheikh,35203-9462280-2,134
35207-5808095-7,Shahzaib Khan,shahzaib khan,35209-6027180-2,147
35207-6512665-9,Noman Khan,noman khan,35208-5858766-5,7
35207-2850808-3,Junaid Qureshi,junaid qureshi,35209-6933509-7,129
35202-2376318-9,Ahmed Ahmed,ahmed ahmed,35206-4672703-1,88
35202-6153355-9,Faisal Butt,faisal butt,35202-6153355-9,300
35206-9239246-4,Rizwan Akhtar,rizwan akhtar,35202-8184867-9,241
35205-5647378-5,Osman Zafar,osman zafar,35205-3695811-8,103
35208-9830113-6,Junaid Iqbal,junaid iqbal,35203-6422059-4,246
35204-8373165-4,Junaid Ali,junaid ali,35204-7792749-6,244
35206-4375512-4,Hamza Butt,hamza butt,35204-4101434-7,196
35209-1857824-9,Abdullah Bajwa,abdullah bajwa,35202-1603685-2,320
35208-5260842-7,Rizwan Butt,rizwan butt,35202-4762295-2,8
35203-8329507-2,Waqas Butt,waqas butt,35204-9785861-1,0
35203-2373070-1,Noman Ali,noman ali,35202-8233662-6,42
35205-7984748-8,Abdullah Ali,abdullah ali,35206-8514269-9,285
35207-3486422-1,Salman Zafar,salman zafar,35203-9690569-5,128
35209-2975351-6,Ali Dar,ali dar,35203-2594508-8,338
35206-6806432-5,Umar Ahmed,umar ahmed,35206-6671092-1,118
35204-7967521-3,Junaid Zafar,junaid zafar,35208-1875286-9,384
35207-7993483-2,Rizwan Raza,rizwan raza,35207-7993483-2,395
35205-3555638-8,Ahmed Raza,ahmed raza,35206-8186650-9,351
35206-8912357-8,Ali Akhtar,ali akhtar,35209-1166325-3,193
35202-6166319-1,Ali Ali,ali ali,35209-7271629-7,326
35203-5552189-2,Waqas Ali,waqas ali,35203-2476080-5,28
35203-1896683-8,Noman Ali,noman ali,35202-8233662-6,42
35209-2260812-5,Ahmed Mahmood,ahmed mahmood,35208-3401625-9,168
35201-1742060-3,Noman Ali,noman ali,35202-8233662-6,42
35205-9048423-9,Junaid Sheikh,junaid sheikh,35205-9048423-9,187
35205-6124851-8,Abdullah Malik,abdullah malik,35205-6124851-8,277
35208-7050467-2,Hamza Mahmood,hamza mahmood,35205-9444088-5,322
35206-1135378-2,Waqas Khan,waqas khan,35201-3360361-7,14
35206-1062155-8,Umar Malik,umar malik,35201-6300501-8,388
35209-9033228-7,Waqas Butt,waqas butt,35204-9785861-1,0
35202-7145835-6,Farhan Raza,farhan raza,35204-6294940-4,293
35201-5616835-4,Salman Butt,salman butt,35208-1972166-6,2
35202-1368936-4,Waqas Qureshi,waqas qureshi,35202-1929729-5,99
35208-6705231-5,Rizwan Bajwa,rizwan bajwa,35208-6388573-4,13
35205-1238928-9,Yasir Qureshi,yasir qureshi,35209-5692770-6,66
35201-2071744-3,Junaid Iqbal,junaid iqbal,35203-6422059-4,246
35202-4402264-8,Osman Mahmood,osman mahmood,35205-8432024-7,204
35202-8598157-5,Farhan Nawaz,farhan nawaz,35206-4115315-5,45
35207-9601304-3,Asad Zafar,asad zafar,35207-9601304-3,153
35204-4157705-3,Abdullah Nawaz,abdullah nawaz,35208-8890204-2,70
35209-6773362-2,Faisal Malik,faisal malik,35209-6773362-2,122
35205-7353593-8,Shahzaib Mehmood,shahzaib mehmood,35209-8941906-4,155
35205-5841755-9,Tariq Sheikh,tariq sheikh,35205-8887776-7,79
35205-5447505-9,Tariq Iqbal,tariq iqbal,35206-5686190-1,367
35207-7350443-8,Umar Bajwa,umar bajwa,35208-2631798-4,410
35204-1580064-9,Rizwan Malik,rizwan malik,35204-1580064-9,248
35204-4234777-5,Hamza Iqbal,hamza iqbal,35205-8867320-5,115
35209-6396518-9,Farhan Qureshi,farhan qureshi,35208-8029715-4,27
35201-3159043-1,Rizwan Qureshi,rizwan qureshi,35207-8797937-4,177
35205-6562443-3,Tariq Ahmed,tariq ahmed,35205-7820583-4,57
